text	labels	0	1	2
Flower, white stem, purple tendrils and center, orange spots on white flower	001	000000000000000000000000000000000000000001001010101001001100000000000000000000	000000000000000000000000000000000000000001001010011001010100000000000000000000	000000000000000000000000000000000000000001001010011001001100000000000000000000
Orange fish with fang and orange stripes, no whiskers	001	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000010011001001100000000000000000000000000000000000000	000000000000000000000000000010011001001100000000000000000000000000000000000000
Tree with green trunk and berries, blue leaves	001	000000000000000000000000000000000000000000000000000000000001000011000001000100	000000000000000000000000000000000000000000000000000000000001000011000001001000	000000000000000000000000000000000000000000000000000000000001000011000001010000
Bug, purple wings and antenna, orange body and legs, white head	001	000000000000101100010100100100000000000000000000000000000000000000000000000000	000000000000101010010001100100000000000000000000000000000000000000000000000000	000000000000101100010001100100000000000000000000000000000000000000000000000000
Bird, purple head feathers and body, no tail, white wing	001	010010101010000000000000000000000000000000000000000000000000000000000000000000	001010100110000000000000000000000000000000000000000000000000000000000000000000	001010101010000000000000000000000000000000000000000000000000000000000000000000
Bug, orange wings, purple legs and head, white body and antenna	001	000000000000011010100010010100000000000000000000000000000000000000000000000000	000000000001001001100010010100000000000000000000000000000000000000000000000000	000000000000011001100010010100000000000000000000000000000000000000000000000000
Bald all white bird with purple tail feathers	001	001001100110000000000000000000000000000000000000000000000000000000000000000000	100001101010000000000000000000000000000000000000000000000000000000000000000000	001001101010000000000000000000000000000000000000000000000000000000000000000000
Bird, white head, body and wing, purple feathers on head and tail Sorry, orange feathers!!	001	001001110010000000000000000000000000000000000000000000000000000000000000000000	001001110010000000000000000000000000000000000000000000000000000000000000000000	001001110010000000000000000000000000000000000000000000000000000000000000000000
Flower, purple stem, center and tendrils, white flower head with white spots No thorns	001	000000000000000000000000000000000000000000101010010011010100000000000000000000	000000000000000000000000000000000000000001001010010011010100000000000000000000	000000000000000000000000000000000000000001001010010011010100000000000000000000
Bird, all purple head, body, head feathers and tail feathers, orange wing	001	100010100110000000000000000000000000000000000000000000000000000000000000000000	010010101010000000000000000000000000000000000000000000000000000000000000000000	100010101010000000000000000000000000000000000000000000000000000000000000000000
Bald all purple bird with tail feathers	001	010010100110000000000000000000000000000000000000000000000000000000000000000000	100010101010000000000000000000000000000000000000000000000000000000000000000000	010010101010000000000000000000000000000000000000000000000000000000000000000000
White fish, orange stripes, has whiskers and fangs	001	000000000000000000000000000000110010011100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000000110011001100000000000000000000000000000000000000
Flower, white stem with thorns, purple tendrils, two shades of orange in flower head with white center and spots	001	000000000000000000000000000000000000000000101010010011001100000000000000000000	000000000000000000000000000000000000000010001011000011001100000000000000000000	000000000000000000000000000000000000000000101011000011001100000000000000000000
Bug, white head, white wings, orange legs, purple body, no antenna	001	000000000001001010001001100100000000000000000000000000000000000000000000000000	000000000000001010100001100100000000000000000000000000000000000000000000000000	000000000000001010001001100100000000000000000000000000000000000000000000000000
Orange fish, white stripes, purple fins, fangs	001	000000000000000000000000000010010100011100000000000000000000000000000000000000	000000000000000000000000000010010100011100000000000000000000000000000000000000	000000000000000000000000000010010100011100000000000000000000000000000000000000
